,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
16775,Recreio dos Bandeirantes,3,2,1,122,2500.0,462.0,0.0
16781,Taquara,2,1,1,130,2100.0,520.0,500.0
16782,Tijuca,3,1,0,92,1900.0,655.0,0.0
16784,Tijuca,3,1,1,95,2300.0,1400.0,118.0
16816,Barra da Tijuca,3,1,1,107,2100.0,1258.0,144.0
16823,Cosme Velho,3,1,1,130,2600.0,1034.0,240.0
16829,Del Castilho,2,1,0,100,890.0,340.0,0.0
16841,Copacabana,2,0,0,78,2700.0,740.0,30.0
16846,Grajaú,2,0,0,90,1500.0,500.0,90.0
16858,Méier,3,1,1,120,2000.0,796.0,172.0
16859,Jardim Guanabara,3,3,1,140,2300.0,800.0,0.0
16879,Barra da Tijuca,2,1,1,80,2500.0,1319.0,150.0
16888,Recreio dos Bandeirantes,2,1,1,90,1800.0,850.0,180.0
16890,Piedade,2,0,0,73,990.0,255.0,0.0
16895,Laranjeiras,2,1,1,71,2700.0,915.0,131.0
16909,Copacabana,4,1,0,180,2000.0,1924.0,423.0
16914,Barra da Tijuca,2,1,1,77,2100.0,1000.0,100.0
16916,Barra da Tijuca,2,1,1,85,2200.0,1300.0,330.0
16925,Tijuca,3,1,1,90,2500.0,1350.0,0.0
16927,Recreio dos Bandeirantes,3,1,1,106,1700.0,650.0,2057.0
16940,Recreio dos Bandeirantes,2,1,1,76,2000.0,817.0,150.0
16943,Tijuca,3,1,1,100,2300.0,690.0,0.0
16948,Tijuca,3,1,0,90,2500.0,790.0,96.0
16961,Barra da Tijuca,2,1,1,80,2250.0,1150.0,138.0
16976,Humaitá,2,1,1,85,2800.0,900.0,194.0
16992,Recreio dos Bandeirantes,3,2,2,88,1800.0,900.0,195.0
16993,Taquara,2,0,0,91,1400.0,350.0,12.0
16994,Flamengo,2,0,0,72,2300.0,580.0,1200.0
16998,Recreio dos Bandeirantes,2,1,1,72,1700.0,931.0,0.0
17004,Santa Teresa,3,0,0,110,1800.0,886.0,70.0
17008,Tijuca,2,1,1,100,1800.0,727.0,102.0
17011,Botafogo,2,1,1,80,2500.0,920.0,150.0
17012,Recreio dos Bandeirantes,3,2,1,110,2400.0,810.0,221.0
17013,Recreio dos Bandeirantes,2,1,2,85,1700.0,588.0,0.0
17015,Tijuca,3,0,0,122,1500.0,695.0,172.0
17033,Recreio dos Bandeirantes,3,1,1,110,2500.0,693.0,1.0
17035,Tijuca,2,1,0,83,2200.0,750.0,83.0
17041,Curicica,2,0,0,80,1200.0,80.0,0.0
17045,Tijuca,2,1,1,80,1800.0,600.0,21.0
17046,Recreio dos Bandeirantes,2,1,1,90,2300.0,700.0,1200.0
17047,Recreio dos Bandeirantes,3,2,1,83,1600.0,845.0,157.0
17056,Recreio dos Bandeirantes,2,1,2,74,2300.0,1350.0,0.0
17075,Méier,2,1,0,76,1200.0,858.0,75.0
17077,Recreio dos Bandeirantes,2,2,1,100,2200.0,580.0,0.0
17081,Freguesia (Jacarepaguá),3,3,2,230,2500.0,1888.0,4400.0
17090,Recreio dos Bandeirantes,2,1,1,90,1700.0,880.0,177.0
17094,Tijuca,3,1,1,80,2200.0,700.0,200.0
17102,Recreio dos Bandeirantes,2,1,1,77,1500.0,770.0,100.0
17104,Recreio dos Bandeirantes,2,1,1,73,1300.0,926.0,0.0
17125,Higienópolis,2,1,0,88,1100.0,400.0,44.0
17129,Copacabana,2,0,0,75,2000.0,677.0,131.0
17130,Tijuca,3,1,1,80,1900.0,982.0,113.0
17133,Tijuca,2,1,0,72,2100.0,875.0,120.0
17136,Tijuca,2,1,1,86,2500.0,714.0,0.0
17169,Riachuelo,3,0,0,99,980.0,425.0,13.0
17172,Barra da Tijuca,3,2,1,106,2250.0,1772.0,2520.0
17175,Recreio dos Bandeirantes,3,1,1,78,1500.0,770.0,108.0
17181,Laranjeiras,2,1,1,82,2800.0,954.0,104.0
17186,Tijuca,2,1,1,80,2000.0,500.0,94.0
17201,Copacabana,2,0,0,85,2500.0,1117.0,166.0
17204,Barra da Tijuca,2,1,1,95,2500.0,1090.0,278.0
17207,Botafogo,2,1,0,96,2980.0,695.0,179.0
17209,Copacabana,2,0,0,80,2600.0,764.0,0.0
17218,Recreio dos Bandeirantes,3,1,1,92,2000.0,675.0,1100.0
17223,Recreio dos Bandeirantes,2,1,1,72,1600.0,700.0,55.0
17225,Recreio dos Bandeirantes,3,2,1,144,2791.0,1582.0,2580.0
17231,Grajaú,3,1,1,125,1900.0,1000.0,190.0
17244,Barra da Tijuca,3,1,1,80,2800.0,1350.0,189.0
17245,Gávea,3,0,1,115,2700.0,880.0,178.0
17248,Recreio dos Bandeirantes,2,2,1,85,2400.0,500.0,0.0
17251,Freguesia (Jacarepaguá),2,2,1,144,2400.0,938.0,0.0
17259,Vila Isabel,2,0,0,76,1500.0,250.0,47.0
17275,Laranjeiras,3,0,0,80,1800.0,980.0,103.0
17286,Copacabana,2,1,0,79,2600.0,737.0,187.0
17293,Barra da Tijuca,2,2,2,75,2000.0,1396.0,1340.0
17300,Barra da Tijuca,2,1,1,85,2500.0,1380.0,0.0
17309,Copacabana,2,1,1,85,2950.0,620.0,159.0
17310,Tijuca,3,1,1,145,2800.0,950.0,154.0
17316,Tijuca,2,0,0,80,1400.0,850.0,0.0
17319,São Conrado,2,1,1,100,2800.0,755.0,0.0
17325,Tijuca,3,1,0,96,1750.0,950.0,118.0
17338,Copacabana,2,0,1,75,2600.0,620.0,180.0
17353,Barra da Tijuca,3,1,1,82,2300.0,850.0,140.0
17360,Recreio dos Bandeirantes,2,1,1,91,1700.0,1020.0,182.0
17362,Barra da Tijuca,3,1,1,92,2800.0,1200.0,0.0
17363,Barra da Tijuca,2,1,1,75,2500.0,2265.0,511.0
17364,Méier,3,2,1,80,1600.0,1300.0,850.0
17365,Recreio dos Bandeirantes,2,2,1,80,2500.0,1700.0,262.0
17373,Laranjeiras,2,0,0,95,2100.0,766.0,0.0
17403,Recreio dos Bandeirantes,3,2,1,85,1200.0,860.0,0.0
17425,Freguesia (Jacarepaguá),3,1,1,82,1800.0,984.0,116.0
17427,Freguesia (Jacarepaguá),3,2,2,118,2900.0,1283.0,214.0
17429,Tijuca,3,2,0,108,2000.0,1000.0,0.0
17435,Bonsucesso,2,0,0,80,1500.0,440.0,0.0
17442,Leme,2,1,0,84,2600.0,783.0,0.0
17444,Laranjeiras,2,1,0,75,2200.0,579.0,0.0
17449,Laranjeiras,3,0,0,130,2600.0,730.0,0.0
17460,Freguesia (Jacarepaguá),2,1,1,71,1800.0,650.0,100.0
17463,Méier,3,0,0,75,1000.0,210.0,15.0
17464,Recreio dos Bandeirantes,3,2,1,100,2500.0,1200.0,100.0
17469,Copacabana,2,0,0,84,2300.0,1050.0,117.0
17470,Barra da Tijuca,2,1,1,77,2000.0,966.0,0.0
17484,Freguesia (Jacarepaguá),2,1,1,84,1800.0,700.0,1080.0
17493,Copacabana,2,0,0,72,2000.0,725.0,0.0
17501,Copacabana,2,0,0,73,2500.0,730.0,0.0
17508,Freguesia (Jacarepaguá),2,1,1,90,1500.0,300.0,82.0
17520,Recreio dos Bandeirantes,3,1,0,81,1700.0,639.0,198.0
17525,Lagoa,2,1,1,100,2900.0,1449.0,420.0
17531,Tijuca,2,0,0,80,1400.0,850.0,0.0
17548,Barra da Tijuca,2,1,1,82,2300.0,1260.0,265.0
17552,Andaraí,3,2,1,103,1700.0,640.0,0.0
17566,Recreio dos Bandeirantes,3,3,1,180,2000.0,1367.0,0.0
17567,Santa Teresa,2,1,0,80,1800.0,450.0,220.0
17569,Copacabana,3,1,0,177,2100.0,1856.0,0.0
17586,Tijuca,2,1,1,120,1600.0,874.0,190.0
17597,Penha,3,0,0,88,1100.0,130.0,0.0
17610,Copacabana,2,0,0,90,2550.0,670.0,130.0
17618,Barra da Tijuca,2,1,2,77,1000.0,1104.0,72.0
17632,Tijuca,2,0,0,90,1700.0,530.0,0.0
17633,Recreio dos Bandeirantes,2,2,1,90,1500.0,826.0,85.0
17637,Leme,4,0,1,185,1800.0,2000.0,270.0
17643,Copacabana,3,0,0,106,2800.0,1052.0,170.0
17644,Recreio dos Bandeirantes,3,2,1,95,1950.0,680.0,190.0
17648,Botafogo,3,0,0,100,2300.0,670.0,127.0
17656,Freguesia (Jacarepaguá),3,2,0,148,1400.0,1060.0,1585.0
17663,Barra da Tijuca,3,1,1,109,2800.0,1516.0,1819.0
17680,Copacabana,3,1,0,95,2900.0,1200.0,160.0
17690,Recreio dos Bandeirantes,2,1,1,75,1800.0,750.0,120.0
17706,Recreio dos Bandeirantes,2,1,1,75,1950.0,900.0,0.0
17724,Recreio dos Bandeirantes,3,2,1,126,2500.0,600.0,130.0
17730,Recreio dos Bandeirantes,3,2,1,110,2300.0,755.0,0.0
17745,Tijuca,3,1,1,90,2200.0,716.0,0.0
17750,Freguesia (Jacarepaguá),3,2,1,116,2200.0,1100.0,150.0
17767,Copacabana,3,1,1,90,2800.0,930.0,80.0
17772,Pechincha,2,1,1,75,1600.0,630.0,0.0
17773,Barra da Tijuca,2,1,2,86,2600.0,1200.0,250.0
17792,Riachuelo,2,0,0,73,900.0,350.0,17.0
17794,Barra da Tijuca,2,1,1,75,2500.0,750.0,150.0
17801,Vila Isabel,3,0,0,96,1400.0,713.0,0.0
17812,Flamengo,2,1,0,77,2200.0,966.0,75.0
17815,Sampaio,2,1,0,76,1100.0,650.0,13.0
17823,Vista Alegre,2,1,0,77,1300.0,170.0,0.0
17834,Botafogo,3,1,1,108,2500.0,1200.0,0.0
17841,Recreio dos Bandeirantes,2,2,1,85,1400.0,940.0,0.0
17856,Freguesia (Jacarepaguá),2,1,1,92,1400.0,921.0,0.0
17861,Freguesia (Jacarepaguá),2,0,1,77,1300.0,650.0,76.0
17875,Praça Seca,2,1,0,74,700.0,250.0,13.0
17889,Tijuca,3,1,0,80,2600.0,800.0,0.0
17891,Jacarepaguá,2,1,1,80,2200.0,1300.0,1080.0
17898,Maracanã,3,0,0,95,2200.0,400.0,93.0
17899,Méier,3,2,1,108,1900.0,830.0,0.0
17900,Jacarepaguá,3,1,1,72,2200.0,600.0,70.0
17931,Tanque,3,1,1,73,1300.0,784.0,84.0
17955,Recreio dos Bandeirantes,3,1,1,115,1500.0,780.0,270.0
17970,Zumbi,3,0,0,90,2700.0,1600.0,172.0
17986,Vila Valqueire,2,1,0,100,1000.0,300.0,13.0
17988,Jacarepaguá,3,2,1,83,2000.0,992.0,965.0
18002,Jacarepaguá,3,1,1,98,2300.0,810.0,130.0
18003,Freguesia (Jacarepaguá),3,1,1,90,1800.0,680.0,0.0
18007,Lagoa,2,1,1,93,2700.0,1624.0,285.0
18010,Recreio dos Bandeirantes,2,1,2,106,1600.0,545.0,0.0
18016,Andaraí,3,2,0,80,1797.0,651.0,70.0
18023,Freguesia (Jacarepaguá),3,2,1,132,2700.0,1140.0,208.0
18025,Engenho Novo,3,0,0,95,900.0,250.0,15.0
18035,Recreio dos Bandeirantes,3,2,1,194,2400.0,2200.0,339.0
18043,Freguesia (Jacarepaguá),2,2,1,80,1350.0,760.0,108.0
18045,Tijuca,4,2,1,188,2000.0,2000.0,3090.0
18049,Cascadura,3,1,0,120,1200.0,200.0,55.0
18054,Barra da Tijuca,2,1,2,93,2300.0,1300.0,281.0
18055,Recreio dos Bandeirantes,2,1,1,80,1750.0,800.0,139.0
18060,Centro,2,0,0,79,1900.0,500.0,35.0
18062,Méier,2,1,0,74,1100.0,550.0,700.0
18075,Barra da Tijuca,2,1,2,93,2700.0,1313.0,0.0
18079,Bonsucesso,3,0,0,95,1200.0,550.0,0.0
18081,Barra da Tijuca,2,1,1,85,2300.0,1103.0,167.0
18083,Barra da Tijuca,2,1,1,98,2900.0,1100.0,190.0
18086,Tijuca,3,2,1,150,2800.0,1400.0,222.0
18106,Maracanã,2,0,0,72,1900.0,305.0,51.0
18112,Recreio dos Bandeirantes,3,2,1,120,2200.0,1003.0,0.0
18117,Méier,2,1,0,74,1000.0,564.0,13.0
18118,Tijuca,2,0,0,73,1200.0,700.0,30.0
18124,Freguesia (Jacarepaguá),3,2,2,132,2500.0,984.0,2233.0
18127,Tijuca,3,1,0,90,2300.0,747.0,0.0
18145,Copacabana,2,0,0,74,1400.0,1134.0,135.0
18148,Barra da Tijuca,2,2,0,98,2800.0,800.0,260.0
18156,São Conrado,2,1,1,79,1700.0,1105.0,190.0
18163,Flamengo,2,1,1,89,2650.0,996.0,170.0
18164,Recreio dos Bandeirantes,2,1,1,105,2300.0,6485.0,156.0
18167,Copacabana,2,0,0,78,2600.0,610.0,124.0
18173,Barra da Tijuca,3,2,1,125,2600.0,1605.0,341.0
18174,Botafogo,2,1,1,93,2000.0,1300.0,170.0
18177,Copacabana,2,0,1,80,2900.0,980.0,190.0
18179,Pechincha,3,1,0,153,2200.0,1100.0,1953.0
18184,Barra da Tijuca,2,2,1,144,2200.0,1700.0,0.0
18186,São Conrado,2,1,1,78,2600.0,1100.0,2600.0
18190,Barra da Tijuca,3,2,1,120,2900.0,1500.0,310.0
18201,Vila Isabel,2,0,1,85,1500.0,380.0,82.0
18209,Freguesia (Jacarepaguá),3,1,1,78,1800.0,680.0,125.0
18218,Maracanã,3,2,1,110,1350.0,1286.0,0.0
18219,Penha,2,1,0,120,850.0,400.0,0.0
18235,Pechincha,3,1,1,85,1000.0,982.0,1100.0
18237,Recreio dos Bandeirantes,4,2,2,118,2900.0,1000.0,200.0
18252,Tijuca,3,0,0,80,1800.0,760.0,119.0
18272,Tanque,3,1,1,93,1300.0,866.0,0.0
18273,Rio Comprido,2,0,0,90,1750.0,225.0,0.0
18279,Laranjeiras,2,1,0,87,2600.0,832.0,128.0
18334,Cachambi,2,1,0,72,2100.0,601.0,39.0
18338,Barra da Tijuca,2,1,1,74,2000.0,1000.0,180.0
18343,Barra da Tijuca,2,1,1,85,2400.0,1435.0,179.0
18345,Alto da Boa Vista,3,1,1,190,1850.0,1375.0,190.0
18350,Barra da Tijuca,3,2,1,100,2800.0,1485.0,2600.0
18351,Barra da Tijuca,3,1,1,94,2100.0,1300.0,118.0
18356,Recreio dos Bandeirantes,3,3,0,130,2800.0,890.0,280.0
18364,Tijuca,3,1,0,120,1400.0,699.0,150.0
18365,Freguesia (Jacarepaguá),2,1,1,80,1800.0,750.0,80.0
18366,Recreio dos Bandeirantes,2,2,2,78,2200.0,530.0,210.0
18368,São Conrado,2,2,2,90,2800.0,1150.0,150.0
18371,Recreio dos Bandeirantes,2,2,1,92,1700.0,730.0,200.0
18375,Recreio dos Bandeirantes,3,2,2,120,2400.0,1159.0,250.0
18380,Recreio dos Bandeirantes,3,2,1,110,1500.0,947.0,240.0
18384,Recreio dos Bandeirantes,2,1,1,77,1200.0,1010.0,161.0
18387,Grajaú,3,0,0,78,1200.0,690.0,0.0
18409,Botafogo,2,1,1,80,2460.0,880.0,196.0
18424,Ipanema,2,0,0,76,2000.0,672.0,0.0
18441,Leme,2,0,0,75,2800.0,918.0,0.0
18453,Recreio dos Bandeirantes,4,2,1,160,1900.0,930.0,150.0
18471,Barra da Tijuca,2,1,0,92,2650.0,1629.0,590.0
18478,Campo Grande,2,2,1,120,2000.0,490.0,0.0
18487,Freguesia (Jacarepaguá),3,1,1,98,1900.0,1000.0,139.0
18489,Penha,2,0,0,90,700.0,180.0,0.0
18492,Flamengo,2,1,0,83,2800.0,810.0,174.0
18497,Freguesia (Jacarepaguá),3,2,1,132,2200.0,1150.0,126.0
18508,Barra da Tijuca,3,2,1,150,2500.0,1500.0,398.0
18510,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
18513,Barra da Tijuca,2,1,1,76,2300.0,997.0,0.0
18523,Barra da Tijuca,3,2,1,76,1300.0,876.0,0.0
18538,Madureira,3,0,0,90,1350.0,95.0,0.0
18542,Recreio dos Bandeirantes,3,2,1,95,1600.0,600.0,1700.0
18544,Jacarepaguá,2,1,1,90,1991.0,1250.0,1500.0
18553,Recreio dos Bandeirantes,3,1,1,82,1890.0,680.0,142.0
18556,Tijuca,3,0,0,92,1500.0,645.0,85.0
18571,Tijuca,4,2,2,182,2500.0,1620.0,297.0
18591,Leme,2,1,1,86,2500.0,821.0,147.0
18594,Barra da Tijuca,2,1,1,80,2500.0,1413.0,0.0
18598,Recreio dos Bandeirantes,3,1,1,90,1800.0,853.0,145.0
18617,Botafogo,2,0,0,80,2200.0,1000.0,124.0
18621,Barra da Tijuca,2,1,1,90,2400.0,1300.0,195.0
18622,Engenho de Dentro,3,1,1,76,1100.0,617.0,135.0
18627,Copacabana,3,1,0,114,2500.0,1515.0,287.0
18633,Copacabana,3,1,1,100,2900.0,1100.0,215.0
18635,Recreio dos Bandeirantes,2,2,1,71,1800.0,658.0,0.0
18639,Laranjeiras,3,1,1,105,2500.0,1156.0,216.0
18645,Recreio dos Bandeirantes,2,1,1,76,1500.0,690.0,0.0
18648,Braz de Pina,2,0,0,80,900.0,332.0,0.0
18651,Recreio dos Bandeirantes,3,3,1,120,2950.0,833.0,2738.0
18665,Tijuca,2,1,0,75,1500.0,430.0,0.0
18670,Vaz Lobo,3,1,1,140,1200.0,400.0,0.0
18682,Leblon,2,0,0,94,2400.0,793.0,178.0
18692,Santa Teresa,3,0,0,100,2100.0,370.0,150.0
18704,Copacabana,2,0,0,82,2876.0,696.0,0.0
18707,Barra da Tijuca,3,2,2,98,2900.0,1388.0,184.0
18716,Praça da Bandeira,2,0,1,103,1000.0,650.0,93.0
18717,Catete,2,1,0,71,2000.0,750.0,138.0
18718,Grajaú,3,0,1,100,1700.0,275.0,0.0
18720,Tijuca,4,2,1,150,2500.0,1300.0,315.0
18746,Jardim Guanabara,2,1,0,84,2200.0,600.0,125.0
18752,Tijuca,2,1,0,73,1680.0,500.0,80.0
18755,Recreio dos Bandeirantes,3,2,3,180,2800.0,950.0,419.0
18756,Tijuca,3,1,0,90,2000.0,620.0,56.0
18758,Recreio dos Bandeirantes,3,2,3,90,1950.0,660.0,0.0
18767,Recreio dos Bandeirantes,3,1,2,90,1100.0,1100.0,0.0
18769,Tijuca,2,1,0,84,1800.0,501.0,0.0
18770,Tijuca,3,1,1,90,2000.0,887.0,123.0
18774,Barra da Tijuca,3,1,1,85,2400.0,980.0,256.0
18783,Méier,3,1,0,73,1700.0,894.0,20.0
18789,Bonsucesso,2,0,0,75,1200.0,330.0,265.0
18790,Tijuca,3,2,1,118,2400.0,970.0,0.0
18791,Copacabana,2,0,0,80,2650.0,504.0,0.0
18795,Olaria,2,1,0,80,1400.0,350.0,0.0
18800,Recreio dos Bandeirantes,4,2,2,120,2100.0,1200.0,238.0
18807,Barra da Tijuca,3,1,1,75,2200.0,825.0,93.0
18811,Freguesia (Jacarepaguá),2,1,1,84,1100.0,1004.0,782.0
18820,Pechincha,2,1,1,83,1200.0,570.0,78.0
18828,Copacabana,3,0,0,147,2700.0,925.0,284.0
18831,Campo Grande,3,1,1,120,1600.0,860.0,0.0
18844,Recreio dos Bandeirantes,3,3,2,200,2700.0,1692.0,0.0
18855,Tijuca,3,2,0,82,2600.0,780.0,0.0
18857,Glória,2,0,0,80,1900.0,700.0,79.0
18875,Tijuca,2,0,0,75,1300.0,461.0,62.0
18877,Recreio dos Bandeirantes,3,2,1,106,2100.0,405.0,0.0
18887,Vila Isabel,3,0,0,72,1900.0,320.0,67.0
18899,Recreio dos Bandeirantes,3,2,1,113,2400.0,522.0,2706.0
18909,Recreio dos Bandeirantes,2,2,1,85,2000.0,650.0,0.0
18930,Recreio dos Bandeirantes,2,1,1,72,1300.0,780.0,0.0
18951,Tijuca,3,1,1,108,1800.0,700.0,144.0
18957,Freguesia (Jacarepaguá),3,2,1,110,2350.0,962.0,145.0
18964,Recreio dos Bandeirantes,2,1,1,90,1700.0,784.0,204.0
18976,Tijuca,3,0,0,100,2600.0,620.0,130.0
18982,Laranjeiras,2,1,0,87,2900.0,832.0,128.0
18989,Vargem Grande,2,1,1,124,2100.0,431.0,117.0
19003,Pechincha,2,1,1,82,1300.0,580.0,70.0
19010,Barra da Tijuca,4,2,1,140,2700.0,2300.0,0.0
19011,Tijuca,2,2,1,80,2100.0,750.0,100.0
19020,Urca,2,0,0,75,2500.0,600.0,0.0
19025,Recreio dos Bandeirantes,3,1,1,80,2200.0,830.0,82.0
19038,Grajaú,3,2,1,135,2000.0,850.0,150.0
19039,Recreio dos Bandeirantes,2,2,1,85,1600.0,630.0,180.0
19043,Humaitá,3,2,1,167,2900.0,2300.0,390.0
19045,Laranjeiras,2,2,0,81,2500.0,1260.0,0.0
19046,Méier,3,1,0,90,1700.0,880.0,100.0
19068,Barra da Tijuca,2,1,1,80,2750.0,1178.0,306.0
19071,Tijuca,2,0,0,75,2000.0,715.0,0.0
19077,Vila Isabel,2,1,0,74,1300.0,720.0,73.0
19082,Recreio dos Bandeirantes,3,2,1,87,1700.0,577.0,157.0
19086,Jacarepaguá,2,1,1,98,2200.0,1390.0,0.0
19098,Gávea,2,1,1,86,2990.0,528.0,241.0
19099,Grajaú,2,1,1,80,1300.0,900.0,0.0
19101,Copacabana,3,0,0,120,2500.0,600.0,0.0
19105,Recreio dos Bandeirantes,3,3,1,90,2000.0,484.0,179.0
19109,Alto da Boa Vista,3,1,1,130,1600.0,720.0,128.0
19114,Engenho Novo,2,1,0,115,950.0,850.0,125.0
19121,Recreio dos Bandeirantes,3,2,1,95,1700.0,512.0,130.0
19128,Vila Isabel,2,1,0,75,2000.0,500.0,120.0
19129,Barra da Tijuca,2,1,1,80,2250.0,1150.0,138.0
19135,Méier,2,0,0,75,1100.0,300.0,16.0
19138,Barra da Tijuca,3,2,1,115,2800.0,1800.0,250.0
19148,Tijuca,2,0,1,110,2000.0,450.0,128.0
19149,Botafogo,2,1,1,85,2600.0,1400.0,1400.0
19155,Freguesia (Jacarepaguá),3,1,1,85,2000.0,700.0,0.0
19158,Barra da Tijuca,3,1,1,78,1950.0,595.0,119.0
19159,Tijuca,3,1,1,125,2200.0,1092.0,148.0
19178,Méier,3,0,0,80,1500.0,300.0,17.0
19181,Copacabana,2,0,0,73,2700.0,643.0,162.0
19198,Botafogo,2,1,1,85,2750.0,740.0,136.0
19209,Vila Isabel,3,2,1,90,1600.0,1106.0,105.0
19236,Recreio dos Bandeirantes,3,2,1,110,2400.0,600.0,250.0
19249,Tijuca,3,0,1,104,1800.0,750.0,150.0
19257,Tijuca,3,0,0,100,1800.0,200.0,0.0
19274,Barra da Tijuca,3,1,1,82,1700.0,760.0,1520.0
19284,Tijuca,3,1,1,76,2400.0,850.0,37.0
19285,Jacarepaguá,3,2,2,93,1800.0,825.0,192.0
19298,Freguesia (Jacarepaguá),3,1,0,90,1900.0,600.0,90.0
19302,Jabour,2,1,0,71,780.0,470.0,0.0
19303,Copacabana,3,0,0,120,2500.0,1050.0,200.0
19307,Copacabana,2,1,0,100,2850.0,980.0,0.0
19316,Tijuca,2,1,1,92,1700.0,670.0,138.0
19318,Recreio dos Bandeirantes,3,2,1,125,2499.0,730.0,0.0
19344,Freguesia (Jacarepaguá),3,2,1,93,1650.0,850.0,100.0
19351,Recreio dos Bandeirantes,2,1,2,89,2500.0,1400.0,0.0
19374,Vista Alegre,2,1,0,87,1200.0,256.0,0.0
19379,Copacabana,2,0,0,72,2900.0,750.0,30.0
19380,Recreio dos Bandeirantes,3,2,0,114,2500.0,1058.0,0.0
19386,Freguesia (Jacarepaguá),2,1,1,77,1600.0,769.0,737.0
19399,Copacabana,3,3,0,90,2500.0,1200.0,100.0
19402,Barra da Tijuca,3,1,1,83,2200.0,938.0,142.0
19425,Laranjeiras,2,0,0,71,2500.0,762.0,0.0
19427,Copacabana,2,0,0,80,2700.0,895.0,124.0
19434,Pechincha,3,2,1,165,2300.0,1100.0,2000.0
19438,Ipanema,2,1,0,80,2950.0,1580.0,108.0
19444,Laranjeiras,2,2,0,91,2700.0,645.0,0.0
19445,Vila Valqueire,2,1,1,85,1100.0,315.0,0.0
19462,Tijuca,3,0,0,78,1500.0,550.0,97.0
19467,Recreio dos Bandeirantes,2,1,2,75,1450.0,1358.0,180.0
19481,Ilha do Governador,2,1,0,87,1150.0,630.0,149.0
19485,Barra da Tijuca,2,1,1,72,2300.0,1186.0,204.0
19493,Rio Comprido,2,0,0,80,1100.0,365.0,15.0
19507,Barra da Tijuca,2,1,2,80,2800.0,760.0,256.0
19510,Méier,2,1,1,80,1800.0,580.0,0.0
19511,Méier,2,2,0,121,2200.0,825.0,112.0
19515,Barra da Tijuca,2,1,1,87,2500.0,1330.0,0.0
19516,Recreio dos Bandeirantes,3,2,1,200,2900.0,1000.0,350.0
19522,Barra da Tijuca,2,1,1,73,2600.0,1320.0,0.0
19534,Tijuca,2,1,0,88,2500.0,620.0,0.0
19538,Irajá,3,4,1,183,2700.0,1280.0,0.0
19549,Laranjeiras,2,1,0,95,2500.0,800.0,65.0
19553,Camorim,4,1,1,96,1350.0,747.0,0.0
19557,Barra da Tijuca,3,1,1,92,2500.0,1400.0,0.0
19558,Freguesia (Jacarepaguá),3,2,2,104,1980.0,722.0,172.0
19562,Grajaú,2,1,0,80,1500.0,550.0,0.0
19573,Tijuca,2,1,1,83,1700.0,1080.0,105.0
19579,Recreio dos Bandeirantes,3,0,0,97,2600.0,500.0,1450.0
19582,Taquara,2,1,0,78,1800.0,651.0,111.0
19592,Barra da Tijuca,3,1,1,80,1500.0,1050.0,220.0
19598,Maracanã,2,1,1,90,1800.0,1116.0,118.0
19609,Barra da Tijuca,2,1,1,98,2800.0,800.0,260.0
19610,Recreio dos Bandeirantes,3,2,1,93,1800.0,720.0,0.0
19612,Leme,2,0,0,75,2800.0,918.0,0.0
19615,Recreio dos Bandeirantes,2,0,2,144,2500.0,900.0,350.0
19621,Copacabana,3,0,0,100,2500.0,998.0,238.0
19629,Tijuca,3,2,1,82,2200.0,940.0,84.0
19632,Tijuca,3,2,1,115,1800.0,700.0,177.0
19637,Botafogo,2,1,1,75,2900.0,833.0,147.0
19645,Recreio dos Bandeirantes,2,1,1,78,1500.0,1200.0,200.0
19651,Vila Isabel,2,2,1,91,1200.0,870.0,109.0
19670,Tijuca,2,1,0,85,1800.0,459.0,81.0
19687,Freguesia (Jacarepaguá),2,1,1,81,1900.0,622.0,132.0
19691,Tijuca,3,1,1,122,2900.0,910.0,0.0
19694,Tijuca,2,0,0,89,1600.0,702.0,97.0
19700,Tijuca,2,1,0,87,1600.0,630.0,79.0
19706,Maracanã,3,1,0,80,1800.0,700.0,76.0
19718,Barra da Tijuca,2,2,1,75,1450.0,1000.0,100.0
19720,Copacabana,3,0,0,100,2200.0,1200.0,25000.0
19736,Todos os Santos,3,1,0,77,1300.0,511.0,0.0
19750,Tijuca,3,1,1,88,2000.0,700.0,135.0
19768,Tijuca,2,1,1,85,1800.0,610.0,115.0
19791,Rio Comprido,3,1,0,120,1700.0,700.0,83.0
19805,Maracanã,2,0,0,85,2500.0,450.0,83.0
19814,Recreio dos Bandeirantes,2,1,1,75,1600.0,470.0,160.0
19816,Barra da Tijuca,2,1,1,85,2300.0,1100.0,1583.0
19818,Copacabana,3,0,1,110,2900.0,800.0,0.0
19831,Copacabana,3,0,0,100,2500.0,1100.0,178.0
19837,Recreio dos Bandeirantes,3,2,1,120,2100.0,998.0,0.0
19842,Cidade Nova,3,2,0,75,1900.0,600.0,16.0
19849,São Conrado,3,2,1,121,2000.0,1500.0,0.0
19855,Barra da Tijuca,2,1,1,80,2600.0,1478.0,151.0
19868,Jacarepaguá,3,1,1,91,2600.0,1259.0,108.0
19874,Tijuca,3,0,0,85,1800.0,600.0,116.0
19882,Recreio dos Bandeirantes,2,1,1,78,1500.0,770.0,110.0
19884,Botafogo,2,1,0,73,2800.0,860.0,96.0
